allocation_prob_cara_second_iteration,allocation_prob_cara_third_iteration,allocation_prob_cara_fourth_iteration,allocation_prob_cara_fifth_iteration,allocation_prob_cara_final,allocation_prob_rar_second_iteration,allocation_prob_rar_third_iteration,allocation_prob_rar_fourth_iteration,allocation_prob_rar_fifth_iteration,allocation_prob_rar_final
0.24055335986479354,0.1835066022686551,0.15707993263597303,0.11614461309567402,0.0999258142406549,0.23288853743130883,0.20839418932131934,0.16978461621209862,0.13397878331450835,0.09696777790884517
0.2958675811673045,0.3089486071339169,0.2691553769117937,0.3041981804928241,0.34842202845725057,0.2888189824635757,0.2916966025513085,0.3768465223712736,0.3755170121428119,0.338782299755497
0.18973964275632513,0.1986735691962302,0.21516106857301429,0.23299843634454254,0.17336708980096366,0.19765881274616062,0.13718247634651454,0.0633327804126264,0.08435837412705048,0.17637883484480493
0.2738394162115769,0.3088712214011978,0.35860362187921896,0.34665877006695933,0.3782850675011308,0.2806336673589549,0.36272673178085746,0.39003608100400144,0.4061458304156292,0.38787108749085286
0.24657090148141142,0.23090781665607898,0.2912687870575562,0.19655831437326263,0.15984721454017722,0.24066478594367144,0.23529684514725663,0.16218060730917913,0.11582090579933167,0.08832156117792976
0.2966101944196392,0.3310385882427435,0.11966392503718261,0.21160635587666116,0.20251422878873335,0.26668510056777245,0.20457311516998009,0.21314646916918023,0.25675737537667115,0.29386739916381477
0.1523296658753584,0.036381680616974145,0.005352686107805022,8.553704641415464e-4,3.736399607768652e-4,0.18141310597311877,0.1504679568926617,0.25207986540024574,0.27631838867977904,0.2645247966974957
0.3044892382235911,0.40167191448420336,0.5837146017974563,0.5909799592859346,0.6372649167103126,0.31123700751543737,0.4096620827901016,0.37259305812139487,0.35110333014421813,0.35328624296075983
0.23328692692146746,0.2189895141438206,0.17275649116441424,0.14904969028336268,0.11319225913754016,0.24513033504432233,0.18759689360775192,0.13184755397848408,0.10243597525853208,0.07732278024874915
0.30781074968887473,0.38072583836630824,0.39267736141758786,0.37883000654636634,0.37889769424334047,0.3234457092889505,0.3247302046712723,0.3026336555140816,0.3102321185260348,0.3092746181031508
0.15109615719295763,0.01901268428137458,0.03767938793827993,0.02029471807838877,0.0551906640761421,0.10797260242071968,0.161048421469318,0.26261275818895813,0.276804096808677,0.30411148066672444
0.3078061661967001,0.3812719632084966,0.3968867594797179,0.4518255850918821,0.45271938254297733,0.3234513532460075,0.3266244802516578,0.3029060323184761,0.31052780940675617,0.3092911209813755
0.3110322914806239,0.3132129959143553,0.23673027077905498,0.16557987004175448,0.12145104723852602,0.31579881795192266,0.2702666283049628,0.1399319368174236,0.13363616403217243,0.09848364231403563
0.18175813605253247,0.08924732676123313,0.16793414964071793,0.32884936137577037,0.39182293778482874,0.18556078722749067,0.11635398082841303,0.24923054315900026,0.22617369968288778,0.30200705700595143
0.13893763436766987,0.05408850607303937,0.05175576198881009,0.0036267443289085747,9.218609383329752e-4,0.10922828303815123,0.14711232651547831,0.2899879534523838,0.23806699528913888,0.20590855698451685
0.36827193809917375,0.5434511712513722,0.543579817591417,0.5019440242535667,0.48580415403831234,0.3894121117824354,0.4662670643511459,0.3208495665711922,0.4021231409958008,0.39360074369549597
0.2017212950135588,0.16165940936202697,0.13263963528111303,0.11245459553907744,0.08146396263175922,0.20281322259636717,0.16088154223446013,0.12696443051971434,0.09922911040731383,0.07735056046314662
0.26614710930203955,0.2759679262301224,0.25940597659881237,0.20836538577148775,0.26897356409403994,0.26202294630509626,0.2799257296981355,0.29140739873509336,0.30046092871248625,0.30795529529918486
0.26595875250361256,0.28132265948409574,0.3046689665240719,0.3404576159685868,0.32517495182589695,0.2675502205790294,0.2794085048414803,0.2908723710785484,0.29960561855978785,0.30534427187220853
0.2661728431807891,0.28105000492375487,0.30328542159600275,0.33872240272084797,0.3243875214483039,0.2676136105195073,0.27978422322592406,0.2907557996666439,0.3007043423204121,0.3093498723654599
0.21788816511160577,0.1757645606399832,0.12842736781490466,0.10234413270122888,0.08137419189953082,0.2243694625609043,0.21382745875943507,0.23768576313694048,0.2019672201152153,0.18052753540723873
0.25278675530888306,0.3043746887735657,0.29436764797240567,0.3067386168345747,0.32297000685717075,0.2407667679717836,0.14591054011864743,0.013776695859674172,0.011416560267273912,0.0011191564440619492
0.27593873596490887,0.23983575772951907,0.2822121416493835,0.2806741898607497,0.2701653339590987,0.27423621254644526,0.27583588650696145,0.2166513177043876,0.19088303622549574,0.10442090083383553
0.25338634361460227,0.280024992856932,0.2949928425633061,0.31024306060344664,0.32549046728419967,0.26062755692086687,0.36442611461495605,0.5318862232989977,0.595733183392015,0.7139324073148638
0.3149984219521844,0.24652634779824548,0.17135575059846717,0.11418826361039537,0.08094409286907843,0.3249146911670717,0.18066575597134932,0.14342098434189499,0.12063821415282505,0.11272291278916417
0.09301268537045461,0.10605628742694909,0.15606865811491222,0.23917539415186298,0.28962754218585307,0.07684593556345153,0.2666567961257877,0.2208585191929922,0.1909038993011232,0.08304427397628236
0.222989993542334,0.3163388804588856,0.33408067223822735,0.3028922866658506,0.30856129098494656,0.20811335609229797,0.23860165747916423,0.30622818473516394,0.32275467528643437,0.3535106927564558
0.3689988991350271,0.3310784843159199,0.3384949190483931,0.343744055571891,0.3208670739601218,0.3901260171771788,0.3140757904236989,0.32949231172994886,0.3657032112596174,0.45072212047809773
0.2922645497851363,0.24623424506865912,0.22207505522689575,0.22600773979739291,0.1721579502745157,0.27375205837127153,0.2649748678507656,0.19780808308274891,0.19323916412002656,0.12150798926173352
0.24596116136251417,0.14220886998934398,0.057158273222424234,0.0033651742229508716,4.483724892006871e-4,0.2605434385351937,0.2648702107335333,0.3422797037220874,0.2402116775910292,0.3848449629433181
0.16041166916365254,0.18373760332247072,0.21709979168753674,0.16225939485663393,0.18543757468626035,0.11487121361942439,0.021200971064856845,0.013783157037785319,0.0024973688907506436,0.007783561824601033
0.301362619688697,0.42781928161952626,0.5036668798631433,0.6083676911230222,0.6419561025500232,0.35083328947411035,0.44895395035084434,0.4461290561573782,0.5640517893981936,0.4858634859703473
0.2240319044433844,0.1662973666826127,0.13012952286115095,0.10119295204515572,0.07772691794086478,0.21285319652763227,0.17353610837410516,0.1345704313242277,0.1092414752903845,0.08130645686122383
0.2242713693088662,0.25627329716508573,0.2734645858052718,0.2889477656168448,0.3008287423453448,0.23797301369254342,0.23985473544592828,0.2736818476177484,0.28930987171526734,0.29219599595153595
0.2793817664951461,0.28856667183522505,0.2982299634604434,0.3031045019189222,0.310536718561055,0.2757138226652358,0.2863494752342943,0.28287823011362856,0.27038115834445564,0.30134456112922414
0.2723149597526033,0.2888626643170764,0.29817592787313396,0.30675478041907733,0.31090762115273535,0.2734599671145886,0.3002596809456723,0.30886949094439514,0.33106749464989266,0.325152986058016
0.28339313301108926,0.41990901893035354,0.44482246393277847,0.26648982612742694,0.25109687283134763,0.28446758498422314,0.27793749780059823,0.1663347875693105,0.11006077426156301,0.07884045564487277
0.1810654190938738,0.08107125332515945,8.727595290175643e-4,5.627075916262833e-4,1.4449255422393587e-5,0.1773230395740022,0.11506529049955691,0.1945124432299177,0.2615340252239905,0.30275358800961377
0.20548145197143916,0.05370471573269799,9.123151849126143e-4,8.302730781754291e-4,2.985085228076901e-5,0.20263983876080718,0.12552731364364844,0.2570158753646191,0.2947657972560002,0.3030441395584555
0.33005999592359786,0.44531501201178897,0.5533924613532915,0.7321171932027714,0.7488588270609492,0.33556953668096745,0.4814698980561964,0.38213689383615257,0.3336394032584463,0.315361816787058
0.3177734014753651,0.2607341793698846,0.1757191939691449,0.1426166410390777,0.09776061804569497,0.3510701978816608,0.3821870566029736,0.1678072001078722,0.13939754385300648,0.09060212339352745
0.2464083750060326,0.30902888608843715,0.3023827033729685,0.19185328702207766,0.18692321650372726,0.2251652314587558,0.11032223949523702,0.23892295755182594,0.19726079075246236,0.2908781365371411
0.17468025678697302,0.058959589991247424,0.15909543819965627,0.2492307532403698,0.32795684152839183,0.15917943819487484,0.08013797695527707,0.21955329080423244,0.24279925805012964,0.2562399157461248
0.26113796673162926,0.37127734455043077,0.36280266445823034,0.41629931869847486,0.3873593239221859,0.2645851324647086,0.4273527269465125,0.3737165515360694,0.42054240734440157,0.3622798243232066
0.20392677666451028,0.19355835704828714,0.13552929123486954,0.10433814970097427,0.08702522743071052,0.2050510032232239,0.1629378654550589,0.13221616677442471,0.10370419367104806,0.08618672176368519
0.2675597352746774,0.18170841689427134,0.29644751154139665,0.3145987456125642,0.3012371783105697,0.26972938336035324,0.27834853027347295,0.27545038987007986,0.27234739963655846,0.24035505776042274
0.2670840280406518,0.2970892781005038,0.25670500363183013,0.26478203560299457,0.26372409330800056,0.26885171644725053,0.2765715300224268,0.28861561260744867,0.3095910608947891,0.3287137568197452
0.2614294600201606,0.32764394795693774,0.3113181935919036,0.316281069083467,0.3480135009507192,0.25636789696917234,0.28214207424904136,0.30371783074804676,0.3143573457976044,0.34474446365614697
0.206326858575278,0.1649933587426434,0.12941309411340968,0.09960863132112503,0.07709737885108546,0.20919559267017343,0.16551701348286524,0.13058839178739348,0.100675190707363,0.07887499261774907
0.2700248951737985,0.2870689830590992,0.2967946367291224,0.30139797070506674,0.30756918293148905,0.26784017437768237,0.2746908951828035,0.27973279102449766,0.2911510035786059,0.2925949220193209
0.25145469078708277,0.2606685277146314,0.27648938850215005,0.29704394000022655,0.3069448640015022,0.24751316402650897,0.2716371425476895,0.28966667467168666,0.3029842852898917,0.31303115138058524
0.27219355546384066,0.2872691304836261,0.29730288065531796,0.3019494579735817,0.30838857421592325,0.27545106892563526,0.2881549487866418,0.30001214251642216,0.3051895204241395,0.3154989339823448
0.22182736265916284,0.21540752083670706,0.16138522471059535,0.1537004396610037,0.12754795954993278,0.22924808668357466,0.388933491429541,0.29782457753196406,0.26714802939044296,0.2549907827111278
0.22143839179923122,0.25363616343435713,0.26776983382854297,0.16122812277569645,0.12594661330279075,0.2230747149397654,0.005686881615800016,1.7589143482428715e-5,3.5294398531862357e-8,3.182929923022905e-11
0.26469996422259107,0.15696963917322826,0.20009567927650637,0.21914966043093315,0.23631641425705885,0.24631049260213053,0.09702903483635562,0.13088151116681557,0.08441073731072643,0.07109862896743764
0.29203428131901493,0.37398667655570755,0.37074926218435533,0.4659217771323667,0.5101890128902177,0.30136670577452945,0.5083505921183035,0.5712763221577379,0.6484411980044321,0.6739105882896053
